species,behaviour,uncertain,provisional,thousand_seed_weight_g,evidence
Teucrium lepicephalum,orthodox,,yes,,"80-85% germination after 6-7 years storage at room temperature (Garcia & Duran, 1989)"
Teucrium polium,orthodox,,,,viability maintained after 8 years hermetic storage at -18�C
Teucrium salviastrum,orthodox,,,,"viability maintained after 8 years hermetic storage at -18�C (Montezuma-De-Carvalho et aL, 1984)"
Teucrium scordium,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Teucrium scorodonia,orthodox,,,,"50% germination after 6--7 years storage at room temperature (Garcia & Duran, 1989); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest c"
Thalictrum elegans,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP. Oldest collection 12 years; germination change 89 to 85%, 11 years, 1 collection"
Thalictrum flavum,orthodox,,yes,,"67% germination after 6-7 years storage at room temperature (Garcia & Duran, 1989)"
Thalictrum minus,orthodox,yes,,,"(Grime et al., 1981)"
Thalictrum rotundifolium,orthodox,,,,"long-term storage, ambient/silica gel drying and -20�C at REG Kew, WP. Oldest collection 1 year"
Thamnosma montana,orthodox,,,,"viability maintained best at -15�C for 7 years (Kay et ai., 1988)"
Thapsia maxima,orthodox,yes,,,"(Garcia & Duran, 1989)"
Thapsia villosa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 3 years"
The fruit,intermediate,,,,"(1.D. Kossmann Ferraz, pers. com.); 3% germination after 18 months' open storage at room temperature (Reis 1'1 at., 1980); viability of seeds with pericarp remo"
Thermopsis caroliniana,orthodox,,,,"dry seeds (me not reported) survive overnight in liquid nitrogen (Pence, 1991a)"
Thermopsis montana,orthodox,,,,"20% germination after 43 years storage in paper bags at room temperature (Crocker, 1938)"
Thespesia macrophylla,orthodox,,,,"2% germination following 35 years open storage at room temperature (Ewart, 1908)"
Thespesia populnea,orthodox,yes,,,"(Langkamp & Plaisted, 1987)"
Thomasia glutinosa,orthodox,,,,"5% initial germination with seeds at S.1 % me, 0% to 5% germination after 14 days subsequent storage in liquid nitrogen (Touchell & Dixon, 1993)"
Thouinidium decadendrum,orthodox,,yes,182,"seeds are maintained at BLSF Costa Rica, ESNACIFOR Honduras"
Thrinax morrisii,intermediate,,,,"seeds tolerated desiccation to 7% mc, further desiccation to 5% and 2% reduced viability to 34% and 23%, respectively, no loss in viability after 21 days' subse"
Thryptomene calycina,orthodox,yes,,,"dry seeds or dry fruits remain dormant during 90 days storage at 20�C and require specific dormancy breaking treatments for full germination (Beardsell et ai, 1"
Thryptomene prolifera,orthodox,yes,,,"seeds which had been dried were used for planting (Langkamp & Plaisted, 1987)"
Thymus caespititius,orthodox,,,,"viability maintained after 8 years hermetic storage at -18�C (Montezuma-De-Carvalho et aL, 1984)"
Thymus capitatus,orthodox,,,,"viability maintained after 8 years hermetic storage at -18�C (Montezuma-De-Carvalho et aL, 1984)"
Thymus hyemalis,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 12 years; germination change 91 to 86%, 11 years, 1 collection"
Thymus mastichina,orthodox,,,,38% germination after 4 years storage at -17�C (Caixinhas et
Thymus polytrichus,orthodox,yes,,,"96% germination following 12 months hermetic air-dry storage at 5�C (Grime et aL, 1981)"
Thymus praecox,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 12 years; germination change 100 to 90%, 11 years, 1 collection"
Thymus vulgaris,orthodox,,,,"seeds maintained for 2-3 years in commercial storage conditions (Priestley, 1986); no loss in viability after 6 years hermetic storage with silica gel (ca. 8.7%"
Thymus zygis,orthodox,,,,"viability maintained after 8 years hermetic storage at -18�C (Montezuma-De-Carvalho et aL, 1984)"
Tibouchina granulosa,orthodox,yes,,,"54% germination after 15 months open storage at room temperature (Reis et ai, 1980)"
Tilia cordata,orthodox,,yes,33,"no loss in viability after 3 years storage at room temperature with 10-12% mc (Golosov, 1938); seeds should be dried <15% mc before storage (Gordon & Rowe, 1982"
Tipuana tipu,orthodox,,yes,200,"seeds are maintained at FSB, Argentina (Abraham de Noir, 1991)"
Tofieldia calyculata,orthodox,,,,"long-term storage, ambient/silica gel drying and -20�C at RBG Kew, WP. Oldest collection 1 year"
Tofieldia pusilla,orthodox,,,,"long-term storage, ambient/silica gel drying and -20�C at RBG Kew, WP. Oldest collection 2 years"
Toisus urbaniana,orthodox,,,,"seeds maintained for 5.6 years without loss in viability over desiccant at _8�C (Sato, 1955)"
Toona ciliata,orthodox,,yes,,"90% germination after 12 months storage in polythene bags at 5� to SoC with 34-12.9% mc, while complete loss in viability after 3 months at room temperature (Na"
Toona sinensis,orthodox,yes,,,"viability is lost after 1 year open storage at room temperature, hermetic air-dry storage at cool temperatures recommended (Jin & Dong, 1991)"
Toona sureni,orthodox,,,,"seeds tolerate desiccation to 5% mc, however viability is reduced to less than 50% over a period of 6 months when stored at 4�C or 8�C, but maintained in liquid"
Tordylium maximum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Torenia fournieri,orthodox,,,,"seeds not damaged from exposure to liquid nitrogen (Stanwood & Bass, 1981); seeds maintained for 2-5 years in commercial storage conditions (Priestley, 1986)"
Torilis japonica,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 3 years"
Torilis leptophylla,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 16 years, average germination change 100 to 95%, mean storage period 14 yea"
Torilis nodosa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Torreya californica,orthodox,yes,,,"prolonged air-dry after-ripening (i.e., air-dry storage) IS required for the removal of dormancy (Roy, 1974b)"
Torreya taxifolia,orthodox,yes,,2000,"prolonged air-dry after-ripening (i.e., air-dry storage) IS required for the removal of dormancy (Roy, 1974b)"
Trachycarpus excelsus,orthodox,,yes,,"no loss in viability following 35 months' dry storage at 3�_5�C (Sento, 1971, 1976); seeds at 7.8% mc survived 1 hour in liquid nitrogen (Al-Madeni & Tisserat, "
Trapa natans,recalcitrant,yes,,,"only moist storage recommended, 92% germination after 7 months storage in water at 1�_3�C (cited by King & Roberts, 1979)"
Treculia africana,orthodox,,,,"long-term storage at UTA Genebank (Ng et aL, 1993)"
Trema micrantha,orthodox,yes,,,"11 % germination after 17 months open storage at room temperature (Reis et aL, 1980)"
Trema politoria,orthodox,yes,,,"(Vasistha & Soni, 1988)"
Tribulus terrestris,orthodox,,,,"a few seeds survive after 5 years open storage (Comes et al., 1978); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 3 year"
Tribulus zeyheri,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 5 years"
Trichilia dregeana,recalcitrant,,,,"LSMC = 30%, about 10% survived desiccation to 15% mc (drying at 25�C for 20 days), viability lost during 21 days open storage at 25�C and 40% r.h., whiles viabi"
Trichilia emetica,recalcitrant,,,500,"(Msanga, pers. com.); seeds are sensitive of desiccation, and cannot be stored because they loose viability within short time (Albrecht, 1993)"
Trichilia havanensis,recalcitrant,yes,,,"short-lived at room temperature (Mensa & Acosta, 1990)"
Trichilia hirta,recalcitrant,yes,,,"short-lived at room temperature (Mensa & Acosta, 1990)"
Trichilia monadelpha,recalcitrant,,,300,"LSMC = 38%, 50% germination after 120 days moist storage at 18�C with 38% mc in ventilated polythene bags maintained at 99% r.h. (Tompsett,1994) Trichilia pneur"
Trichilia trijula,recalcitrant,yes,,,"viability is lost within 1 month in hermetic storage at room temperature with 13�2% mc (Kaul, 1979) Xylocarpus granatum Storage behaviour: Recalcitrant (Anon., "
Trifolium alexandrinum,orthodox,,,2.2,"seeds can be maintained for 4-5 years in commercial storage conditions (Priestley, 1986); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Old"
Trifolium alpestre,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 14 years; germination change 89 to 98%, 13 years, 1 collection"
Trifolium alpinum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 89.7 to 100%, mean storage period 11 y"
Trifolium angustifolium,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 98.1 to 97.2%, mean storage period 12 "
Trifolium argutum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; average germination change 96.5 to 97%, mean storage period 11 ye"
Trifolium arvense,orthodox,,,,"20% germination following 68 years in herbarium (Becquerel, 1934); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 16 years"
Trifolium aurantiacum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Trifolium aureum,orthodox,,,,"48% germination following 22 years open storage at room temperature (Ewart, 1908); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Trifolium badium,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 98.7 to 100%, mean storage period 14 y"
Trifolium bocconei,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 17 years; average germination change 95.5 to 100%, mean storage"
Trifolium boissieri,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 88 to 100%, 14 years, 1 collection"
Trifolium campestre,orthodox,,,0.2,"87% germination following 30 years storage at room temperature (Harrington, 1972); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Trifolium cherleri,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 16 years; average germination change 93.4 to 97.7%, mean storage period 12 "
Trifolium clypeatum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 99.5 to 100%, mean storage period 13 y"
Trifolium dalmaticum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 95.9 to 100%, mean storage period 13 y"
Trifolium diffusum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; germination change 100 to 98%, 13 years, 1 collection"
Trifolium dubium,orthodox,,,,"39% germination following 30 years open storage at room temperature (Harrington, 1972); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldes"
Trifolium echinatum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 98 to 100%, 14 years, 1 collection"
Trifolium filiforme,orthodox,,,,"32% germination following 19 years open storage at room temperature (Ewart, 1908)"
Trifolium fragiferum,orthodox,,,1.6,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 16 years; average germination change 97 to 97.9%, mean storage period 13 ye"
Trifolium glomera,orthodox,,,0.3,"10% germination following 53 years open storage at room temperature (Ewart, 1908); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Trifolium grandiflorum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 17 years; average germination change 96.3 to 98.7%, mean storage period 13 "
Trifolium hirtum,orthodox,,,3,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 17 years; average germination change 93.7 to 87%, mean storage period 13 ye"
Trifolium hybridum,orthodox,,,0.7,"19% germination following 17 years open storage at room temperature (Harrington, 1972); average germination change 94.8 to 91.2%, 20 years storage at -lSoC with"
Trifolium incarnatum,orthodox,,,3,"11 % germination following 10 years open storage at room temperature (Ewart, 1908); 16% germination following 30 years open storage at room temperature (Harring"
Trifolium lappaceum,orthodox,,,0.7,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 17 years; average germination change 96 to 99.6%, mean storage period 12 ye"
Trifolium leucanthum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection IS years; average germination change 9S.3 to 100%, mean storage period 14 y"
Trifolium medium,orthodox,,,,"3% germination following 40 years storage in paper bags at room temperature (Crocker, 1938); long-term storage under IPGRI preferred conditions at RBG Kew, WP. "
Trifolium montanum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection IS years; germination change 9S to 100%, 13 years, 1 collection"
Trifolium mutabile,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 99 to 100%, 14 years, 1 collection"
Trifolium nigrescens,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 94.6 to 97.1 %, mean storage period 11"
Trifolium ochroleucum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 95.8 to 100%, mean storage period 13 y"
Trifolium pallescens,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 14 years; germination change 99 to 95%, 12 years, 1 collection"
Trifolium pallidum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 95.4 to 99.2%, mean storage period 12 "
Trifolium physodes,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 18 years; average germination change 92 to 93.2%, mean storage period 13 ye"
Trifolium pratense,orthodox,,,1.7,"a few seeds survive following 81 years in herbarium (Turner, 1933); seeds are safely stored in liquid nitrogen (Stanwood & Bass, 1981); average germination chan"
